WHO_REGION,ISO_code,Cname,VaccineCode,Vaccine_Desc,Schedule,Entire_Part,Comment
EMR,SAU,Saudi Arabia,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 6, 12 months;",entire,and high-risk groups
EMR,SAU,Saudi Arabia,Rotavirus,Rotavirus vaccine,"2, 4, 6 months;",entire,
EMR,SAU,Saudi Arabia,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,>= 7 years;,entire,
EMR,SAU,Saudi Arabia,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,,entire,pregnant women
EMR,SAU,Saudi Arabia,Varicella,Varicella vaccine,18 months; 4-6 years;,entire,
AFR,SEN,Senegal,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,SEN,Senegal,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,SEN,Senegal,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
AFR,SEN,Senegal,HPV,Human Papillomavirus vaccine,9 years; +6 months;,entire,girls of 9-13 years
AFR,SEN,Senegal,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,SEN,Senegal,MR,Measles and rubella vaccine,"9,15 months;",entire,
AFR,SEN,Senegal,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
AFR,SEN,Senegal,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
AFR,SEN,Senegal,Rotavirus,Rotavirus vaccine,"6, 10 weeks;",entire,
AFR,SEN,Senegal,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact pregnancy; +1, +6 months; +1, +1 year;",entire,"pregnant women, CBAW"
AFR,SEN,Senegal,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,6-59 months
AFR,SEN,Senegal,YF,Yellow fever vaccine,9 months;,entire,
EUR,SRB,Serbia,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
EUR,SRB,Serbia,DT,Tetanus and diphtheria toxoid childrens' dose,7 years;,entire,
EUR,SRB,Serbia,DTaPHibIPV,"Diphtheria and tetanus toxoid with acellular pertussis, Hib and IPV vaccine","8, 14, 20 weeks; 18 months;",entire,
EUR,SRB,Serbia,HepA_Adult,Hepatitis A adult dose vaccine,,entire,travellers
EUR,SRB,Serbia,HepB_Adult,Hepatitis B adult dose vaccine,,entire,"pre-exposure and postexposure profilaxis of Hepatitis B, special risk groups, healthcare workers"
EUR,SRB,Serbia,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth; 4 weeks; 6 months;,entire,
EUR,SRB,Serbia,HIB,Haemophilus influenzae type b vaccine,,entire,"special risk groups, some chronic disease patients"
EUR,SRB,Serbia,Influenza_Adult,Influenza adult dose vaccine,>65 years;,entire,"and adults with chronic conditions, pregnant women within chronic conditions, healthcare workers, residents living in long-term care facilities"
EUR,SRB,Serbia,Influenza_Pediatric,Influenza pediatric dose vaccine,>6 months;,entire,and children with chronic conditions
EUR,SRB,Serbia,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,,entire,"some risk groups, chronic disease patients, travellers"
EUR,SRB,Serbia,MMR,Measles mumps and rubella vaccine,"2, 7 years;",entire,and healthcare workers
EUR,SRB,Serbia,OPV,Oral polio vaccine,"7, 14 years;",entire,
EUR,SRB,Serbia,Pneumo_conj,Pneumococcal conjugate vaccine,"8, 14, 20 weeks; 18 months;",entire,"and special risk groups, chronic diseases patients"
EUR,SRB,Serbia,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,14 years;,entire,
EUR,SRB,Serbia,Typhoid_ps,Typhoid fever polysaccharide vaccine,,entire,travellers
EUR,SRB,Serbia,Varicella,Varicella vaccine,,entire,special risk groups
EUR,SRB,Serbia,YF,Yellow fever vaccine,,entire,travellers
AFR,SYC,Seychelles,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,SYC,Seychelles,DT,Tetanus and diphtheria toxoid childrens' dose,6 years;,entire,
AFR,SYC,Seychelles,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine",,entire,Planned introduction in January 2021
AFR,SYC,Seychelles,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months;,entire,
AFR,SYC,Seychelles,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"3, 4, 5 months;",entire,
AFR,SYC,Seychelles,HepB_Adult,Hepatitis B adult dose vaccine,,entire,high risk
AFR,SYC,Seychelles,HepB_Pediatric,Hepatitis B pediatric dose vaccine,,entire,Planned introduction in January 2021
AFR,SYC,Seychelles,HPV,Human Papillomavirus vaccine,"10, 11 years;",entire,females; P6
AFR,SYC,Seychelles,IPV,Inactivated polio vaccine,4 months;,entire,
AFR,SYC,Seychelles,MMR,Measles mumps and rubella vaccine,15 months; 6 years;,entire,
AFR,SYC,Seychelles,MR,Measles and rubella vaccine,,entire,health workers
AFR,SYC,Seychelles,OPV,Oral polio vaccine,"3, 4, 5, 18 months; 6, 15 years;",entire,
AFR,SYC,Seychelles,Pneumo_conj,Pneumococcal conjugate vaccine,"3, 4, 5 months;",entire,
AFR,SYC,Seychelles,Rotavirus,Rotavirus vaccine,"3, 4 months;",entire,
AFR,SYC,Seychelles,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,,entire,Planned introduction in January 2021
AFR,SYC,Seychelles,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,,entire,Planned introduction in January 2021
AFR,SYC,Seychelles,TdaPIPV,Tetanus and diphtheria toxoid with acellular pertussis and IPV vaccines,,entire,Planned introduction in January 2021
AFR,SYC,Seychelles,TdIPV,Tetanus and diphtheria toxoid for older children / adults with inactivated Polio vaccine,,entire,Planned introduction in January 2021
AFR,SYC,Seychelles,TT,Tetanus toxoid vaccine,15 years;,entire,and every 10 years; pregnant women
AFR,SYC,Seychelles,YF,Yellow fever vaccine,12 months;,entire,and travellers
AFR,SLE,Sierra Leone,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,SLE,Sierra Leone,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,SLE,Sierra Leone,HPV,Human Papillomavirus vaccine,10 years (x2 doses);,entire,Planned introduction in October 2020; females
AFR,SLE,Sierra Leone,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,SLE,Sierra Leone,Measles,Measles vaccine,"9, 15 months;",entire,MR vaccine from April 2019
AFR,SLE,Sierra Leone,MR,Measles and rubella vaccine,"9, 15 months;",entire,from June 2019
AFR,SLE,Sierra Leone,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
AFR,SLE,Sierra Leone,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
AFR,SLE,Sierra Leone,Rotavirus,Rotavirus vaccine,"6, 10 weeks;",entire,
AFR,SLE,Sierra Leone,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact; +1, +6 months; +1, +1 years;",entire,"pregnant women, WCBA 15-49 years"
AFR,SLE,Sierra Leone,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,6-59 months
AFR,SLE,Sierra Leone,YF,Yellow fever vaccine,9 months;,entire,
WPR,SGP,Singapore,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
WPR,SGP,Singapore,DTaPHibIPV,"Diphtheria and tetanus toxoid with acellular pertussis, Hib and IPV vaccine","3, 4, 5, 18 months;",entire,
WPR,SGP,Singapore,HepB_Adult,Hepatitis B adult dose vaccine,,entire,recommended for persons without evidence of immunity
WPR,SGP,Singapore,HepB_Pediatric,Hepatitis B pediatric dose vaccine,"birth; 1, 5-6 months;",entire,
WPR,SGP,Singapore,HPV,Human Papillomavirus vaccine,9-26 (x3 doses);,entire,females only
WPR,SGP,Singapore,Influenza_Adult,Influenza adult dose vaccine,>=65 years,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, Haj or other travellers, other risk groups"
WPR,SGP,Singapore,Influenza_Pediatric,Influenza pediatric dose vaccine,6 months-<5 years;,entire,and children with chronic conditions
WPR,SGP,Singapore,MMR,Measles mumps and rubella vaccine,"12, 15-18 months;",entire,and recommended for persons without evidence of immunity
WPR,SGP,Singapore,OPV,Oral polio vaccine,11 years;,entire,
WPR,SGP,Singapore,Pneumo_conj,Pneumococcal conjugate vaccine,"3, 5, 12 months;",entire,and recommended under our NAIS AND NCIS for high risk groups in adults and children
WPR,SGP,Singapore,Pneumo_ps,Pneumococcal polysaccharide vaccine,,entire,high risk groups
WPR,SGP,Singapore,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,11 years;,entire,and recommended for pregnant women
EUR,SVK,Slovakia,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","2, 4, 10 months;",entire,
EUR,SVK,Slovakia,DTaPIPV,"Diphtheria and tetanus toxoid with acellular pertussis, and IPV vaccine","5, 12 years;",entire,
EUR,SVK,Slovakia,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,administered only to high risk groups (newborns of HepB positive mothers)
EUR,SVK,Slovakia,Influenza_Adult,Influenza adult dose vaccine,>15 years;,entire,"and elderly >=59 years, adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, Hajj or other travellers, other risk groups"
EUR,SVK,Slovakia,Influenza_Pediatric,Influenza pediatric dose vaccine,0-15 years;,entire,and children with chronic conditions
EUR,SVK,Slovakia,MMR,Measles mumps and rubella vaccine,14 months; 10 years;,entire,
EUR,SVK,Slovakia,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 10 months;",entire,
EUR,SVK,Slovakia,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,30 years;,entire,
EUR,SVN,Slovenia,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,epidemiological indications
EUR,SVN,Slovenia,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","3, 5, 11-18 months;",entire,for epidemiological indications in 2019; planned introduction in January 2020
EUR,SVN,Slovenia,DTaPHibIPV,"Diphtheria and tetanus toxoid with acellular pertussis, Hib and IPV vaccine","3, 4.5, 6, 18 months;",entire,
EUR,SVN,Slovenia,HepA_Adult,Hepatitis A adult dose vaccine,,entire,epidemiological indication
EUR,SVN,Slovenia,HepA_Pediatric,Hepatitis A pediatric dose vaccine,,entire,epidemiological indication
EUR,SVN,Slovenia,HepAHepB,"Hepatitis A, Hepatitis B vaccine",,entire,risk groups
EUR,SVN,Slovenia,HepB_Adult,Hepatitis B adult dose vaccine,,entire,"healthcare workers, epidemiological indication, risk groups"
EUR,SVN,Slovenia,HepB_Pediatric,Hepatitis B pediatric dose vaccine,"birth; 5, 5, 6 years;",entire,"mandatory for all children at school entrance (5-6 years old); and HepBBD is only administered to newborns of HBsAG positive mothers, simultaneously with immunoglobulin against Hepatitis B"
EUR,SVN,Slovenia,HIB,Haemophilus influenzae type b vaccine,,entire,risk groups
EUR,SVN,Slovenia,HPV,Human Papillomavirus vaccine,"11, 12 years;",entire,females; in the 6th grade of elementary school
EUR,SVN,Slovenia,Influenza_Adult,Influenza adult dose vaccine,>=65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities"
EUR,SVN,Slovenia,Influenza_Pediatric,Influenza pediatric dose vaccine,6-23 months;,entire,and children with chronic conditions
EUR,SVN,Slovenia,IPV,Inactivated polio vaccine,,entire,"epidemiological indication, travellers, children with contraindication for pertussis vaccination"
EUR,SVN,Slovenia,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,,entire,"epidemiological indication, risk groups"
EUR,SVN,Slovenia,MenB,,,entire,risk groups
EUR,SVN,Slovenia,MMR,Measles mumps and rubella vaccine,12 months; 5 years;,entire,
EUR,SVN,Slovenia,Pneumo_conj,Pneumococcal conjugate vaccine,"3, 4.5, 12 months;",entire,
EUR,SVN,Slovenia,Pneumo_ps,Pneumococcal polysaccharide vaccine,,entire,risk groups
EUR,SVN,Slovenia,Rabies,Rabies vaccine,,entire,in case of injury by an animal suspected of rabies
EUR,SVN,Slovenia,TBE,Tick borne encephalitis vaccine,"3/49, 3/49, 4/50 years;",entire,from mid-2019
EUR,SVN,Slovenia,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,,entire,epidemiological indication - tetanus prone injury
EUR,SVN,Slovenia,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,9 years;,entire,
EUR,SVN,Slovenia,TT,Tetanus toxoid vaccine,18 years;,entire,
EUR,SVN,Slovenia,Varicella,Varicella vaccine,,entire,risk groups
WPR,SLB,Solomon Islands,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
WPR,SLB,Solomon Islands,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
WPR,SLB,Solomon Islands,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
WPR,SLB,Solomon Islands,HPV,Human Papillomavirus vaccine,9-14 years;,entire,
WPR,SLB,Solomon Islands,IPV,Inactivated polio vaccine,14 weeks;,entire,
WPR,SLB,Solomon Islands,MR,Measles and rubella vaccine,"12, 18 months;",entire,
WPR,SLB,Solomon Islands,OPV,Oral polio vaccine,"6, 10, 14 weeks;",entire,
WPR,SLB,Solomon Islands,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
WPR,SLB,Solomon Islands,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact pregnancy; +1, +6 months; +1 year;",entire,
WPR,SLB,Solomon Islands,VitaminA,Vitamin A supplementation,"6, 12, 18, 24 months;",entire,
EMR,SOM,Somalia,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
EMR,SOM,Somalia,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
EMR,SOM,Somalia,IPV,Inactivated polio vaccine,14 weeks;,entire,given at 14 weeks with Penta3
EMR,SOM,Somalia,Measles,Measles vaccine,9 months;,entire,
EMR,SOM,Somalia,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
EMR,SOM,Somalia,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact; +1, +6 months; +1, +1 year;",entire,pregnant women
EMR,SOM,Somalia,TT,Tetanus toxoid vaccine,"1st contact; +1, +6 months; +1, +1 year;",entire,pregnant women
EMR,SOM,Somalia,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,
AFR,ZAF,South Africa,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,ZAF,South Africa,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","6, 10. 14 weeks; 18 months;",entire,
AFR,ZAF,South Africa,HPV,Human Papillomavirus vaccine,9 years; +6 months;,entire,grade 4 - girls 9 years and above
AFR,ZAF,South Africa,Influenza_Adult,Influenza adult dose vaccine,>65 years;,entire,"and adults with chronic illness, pregnant women, other risk groups"
AFR,ZAF,South Africa,Influenza_Pediatric,Influenza pediatric dose vaccine,6-59 months;,entire,for immune compromised; and all children with chronic illness
AFR,ZAF,South Africa,Measles,Measles vaccine,"6, 12 months;",entire,
AFR,ZAF,South Africa,OPV,Oral polio vaccine,birth; 6 weeks;,entire,
AFR,ZAF,South Africa,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 14 weeks; 9 months;",entire,
AFR,ZAF,South Africa,Rotavirus,Rotavirus vaccine,"6, 14 weeks;",entire,
AFR,ZAF,South Africa,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"6, 12 years;",entire,
AFR,ZAF,South Africa,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,Every 6 month till 59 months
AFR,SSD,South Sudan,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,SSD,South Sudan,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,SSD,South Sudan,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,SSD,South Sudan,Measles,Measles vaccine,9 months;,entire,
AFR,SSD,South Sudan,OPV,Oral polio vaccine,"6, 10, 14 weeks;",entire,
AFR,SSD,South Sudan,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact; +1, +6 months; +1, +1 year;",entire,15-45 years
AFR,SSD,South Sudan,TT,Tetanus toxoid vaccine,"1st contact; +1, +6 months; +1, +1 year;",entire,15-45 years
EUR,ESP,Spain,CHOLERA,Cholera vaccine,,entire,travellers
EUR,ESP,Spain,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","2, 4, 11 months;",entire,
EUR,ESP,Spain,DTaPIPV,"Diphtheria and tetanus toxoid with acellular pertussis, and IPV vaccine",6 years;,entire,
EUR,ESP,Spain,HepA_Adult,Hepatitis A adult dose vaccine,,entire,risk groups
EUR,ESP,Spain,HepA_Pediatric,Hepatitis A pediatric dose vaccine,,entire,"risk groups in all regions; subnationally in one region and two cities (Catalonia at 15 months and 6 years, Ceuta and Melilla at 15 months and 24 months)"
EUR,ESP,Spain,HepB_Adult,Hepatitis B adult dose vaccine,,entire,risk groups
EUR,ESP,Spain,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,administered only for newborns of mothers with AgHBs+
EUR,ESP,Spain,HIB,Haemophilus influenzae type b vaccine,,entire,specific children who weren’t immunized in their childhood (migrants and other)
EUR,ESP,Spain,HPV,Human Papillomavirus vaccine,12 years (x2);,entire,Females only at 12 yrs or 6th grade (regions that immunize at school)
EUR,ESP,Spain,Influenza_Adult,Influenza adult dose vaccine,>=65 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,ESP,Spain,Influenza_Pediatric,Influenza pediatric dose vaccine,,entire,children with chronic conditions
EUR,ESP,Spain,IPV,Inactivated polio vaccine,,entire,travellers
EUR,ESP,Spain,JE_Inactd,Japanese encephalitis inactivated vaccine,,entire,travellers
EUR,ESP,Spain,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,12 years;,entire,"and in in 2 regions, MenACWY-135_conj is administered instead of the second dose of MenC_conj at M12"
EUR,ESP,Spain,MenC_conj,Meningococcal C conjugate vaccine,"4,12 months;",entire,"in 2 regions, MenACWY-135_conj is administered instead of the second dose of MenC_conj at M12"
EUR,ESP,Spain,MMR,Measles mumps and rubella vaccine,12 months; 3-4 years;,entire,
EUR,ESP,Spain,MMRV,"Measles, mumps, rubella and varicella vaccine",,part,some regions administer MMRV instead of MMR and monovalen varicella
EUR,ESP,Spain,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 11 months;",entire,
EUR,ESP,Spain,Pneumo_ps,Pneumococcal polysaccharide vaccine,>64 years;,entire,
EUR,ESP,Spain,Rabies,Rabies vaccine,,entire,travellers
EUR,ESP,Spain,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,14 years;,entire,"and >=Y65, wound prophylaxis, adults without vaccination history"
EUR,ESP,Spain,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,,entire,"pregnant women, certain healthcare workers"
EUR,ESP,Spain,Typhoid_conj,,,entire,travellers
EUR,ESP,Spain,Typhoid_ps,Typhoid fever polysaccharide vaccine,,entire,travellers
EUR,ESP,Spain,Varicella,Varicella vaccine,15 months; 3-4 years;,entire,
EUR,ESP,Spain,YF,Yellow fever vaccine,,entire,travellers
EUR,ESP,Spain,Zoster,Varicella vaccine,>=60 years;,part,for specific risk groups
SEAR,LKA,Sri Lanka,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
SEAR,LKA,Sri Lanka,DT,Tetanus and diphtheria toxoid childrens' dose,5 years;,entire,
SEAR,LKA,Sri Lanka,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months;,entire,
SEAR,LKA,Sri Lanka,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6 months;",entire,
SEAR,LKA,Sri Lanka,HPV,Human Papillomavirus vaccine,10-11 years; +6 months;,entire,"females; 10-11 years in grade 6, and field clinics if misssed or if any drop outs"
SEAR,LKA,Sri Lanka,IPV,Inactivated polio vaccine,"2, 4 months;",entire,fractional dose
SEAR,LKA,Sri Lanka,JE_LiveAtd,Japanese encephalitis live vaccine,1 year;,entire,
SEAR,LKA,Sri Lanka,MMR,Measles mumps and rubella vaccine,9 months; 3 years;,entire,and reproductive aged women if found as rubella unprotected
SEAR,LKA,Sri Lanka,OPV,Oral polio vaccine,"2, 4, 6, 18 months; 5 years;",entire,
SEAR,LKA,Sri Lanka,TT,Tetanus toxoid vaccine,,entire,pregnant women x4 doses
SEAR,LKA,Sri Lanka,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,"<5 years, every 6 months"
EMR,SDN,Sudan,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
EMR,SDN,Sudan,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
EMR,SDN,Sudan,IPV,Inactivated polio vaccine,14 weeks;,entire,
EMR,SDN,Sudan,Measles,Measles vaccine,"9, 18 months;",entire,
EMR,SDN,Sudan,MenA_conj,,9 months;,,
EMR,SDN,Sudan,OPV,Oral polio vaccine,"6, 10, 14 weeks;",entire,surviving infants
EMR,SDN,Sudan,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
EMR,SDN,Sudan,Rotavirus,Rotavirus vaccine,"6, 10 weeks;",entire,surviving infants
AMR,SUR,Suriname,DT,Tetanus and diphtheria toxoid childrens' dose,5-7 years;,entire,
AMR,SUR,Suriname,DTaP,Diphtheria and tetanus toxoid with acellular pertussis vaccine,"2, 4, 6, 18 months;",entire,children hypersensitive to whole cell pertussis vaccine
AMR,SUR,Suriname,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months; 4-5 years;,entire,
AMR,SUR,Suriname,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6 months;",entire,
AMR,SUR,Suriname,HepB_Adult,Hepatitis B adult dose vaccine,"1st contact; +1, +6 months;",entire,"HCWs, other high risk groups"
AMR,SUR,Suriname,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,and for those unable to receive penta
AMR,SUR,Suriname,HPV,Human Papillomavirus vaccine,9-13 years;+ 6 months;,entire,females
AMR,SUR,Suriname,Influenza_Adult,Influenza adult dose vaccine,>=60 years;,entire,"and adults with chronic conditions, pregnant women in 2nd trimester, healthcare workers, residents living in long-term care facilities, other risk groups"
AMR,SUR,Suriname,Influenza_Pediatric,Influenza pediatric dose vaccine,,entire,children with chronic conditions
AMR,SUR,Suriname,IPV,Inactivated polio vaccine,2 months;,entire,
AMR,SUR,Suriname,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,1st contact;,entire,travellers
AMR,SUR,Suriname,MMR,Measles mumps and rubella vaccine,"12, 18 months;",entire,
AMR,SUR,Suriname,OPV,Oral polio vaccine,"4, 6, 18 months; 4-5 years;",entire,
AMR,SUR,Suriname,Rabies,Rabies vaccine,"0, 7, 21 days;",entire,"travellers to the interior, response to animal bites"
AMR,SUR,Suriname,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,1st contact; +6 months; +1 year;,entire,">=7 years at-risk without vaccination, pregnant women"
AMR,SUR,Suriname,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,,entire,pregnant women
AMR,SUR,Suriname,YF,Yellow fever vaccine,12 months;,entire,and to travellers
EUR,SWE,Sweden,BCG,Bacille Calmette-Guérin vaccine,birth-6 months;,entire,risk groups
EUR,SWE,Sweden,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","3, 5, 12 months;",entire,
EUR,SWE,Sweden,DTaPIPV,"Diphtheria and tetanus toxoid with acellular pertussis, and IPV vaccine",5 years;,entire,
EUR,SWE,Sweden,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth; 1 month;,entire,"children to HBsAg+ mothers (following doses are given as DTP-IPV-Hib-HepB at M3, M5 and M12)"
EUR,SWE,Sweden,HPV,Human Papillomavirus vaccine,"10-12, 11-13 years;",entire,females in school year 5 or 6
EUR,SWE,Sweden,Influenza_Adult,Influenza adult dose vaccine,>=65 years;,entire,"and adults with chronic conditions, pregnant women with chronic conditions and after gestational week 16 if no other risk factors, healthcare workers"
EUR,SWE,Sweden,Influenza_Pediatric,Influenza pediatric dose vaccine,,entire,children with chronic conditions
EUR,SWE,Sweden,MMR,Measles mumps and rubella vaccine,18 months; 6-8 years;,entire,
EUR,SWE,Sweden,Pneumo_conj,Pneumococcal conjugate vaccine,"3, 5, 12 months;",entire,
EUR,SWE,Sweden,Pneumo_ps,Pneumococcal polysaccharide vaccine,>65 years;,part,and medical risk groups
EUR,SWE,Sweden,Rotavirus,Rotavirus vaccine,6 weeks; 3 months;,entire,
EUR,SWE,Sweden,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,14-16 years;,entire,
EUR,CHE,Switzerland,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","2, 4, 6, 15-24 months;",entire,
EUR,CHE,Switzerland,DTaPHibIPV,"Diphtheria and tetanus toxoid with acellular pertussis, Hib and IPV vaccine","2, 4, 6, 15-24 months;",entire,
EUR,CHE,Switzerland,DTaPIPV,"Diphtheria and tetanus toxoid with acellular pertussis, and IPV vaccine",4-7 years;,entire,
EUR,CHE,Switzerland,HepB_Adult,Hepatitis B adult dose vaccine,11-15 years; +6 months;,entire,
EUR,CHE,Switzerland,HepB_Pediatric,Hepatitis B pediatric dose vaccine,"birth; 1, 6, 15-24 months;",entire,
EUR,CHE,Switzerland,HIB,Haemophilus influenzae type b vaccine,"2, 4, 6, 15-24 months;",entire,
EUR,CHE,Switzerland,HPV,Human Papillomavirus vaccine,11-14 years; +6 months;,entire,boys & girls
EUR,CHE,Switzerland,Influenza_Adult,Influenza adult dose vaccine,>=65 years;,entire,"and adults with chronic illness, pregnant women, health care workers, residents living in long-term care facilities"
EUR,CHE,Switzerland,Influenza_Pediatric,Influenza pediatric dose vaccine,,entire,children with chronic illness
EUR,CHE,Switzerland,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,24 months; 11-15 years;,entire,
EUR,CHE,Switzerland,MenC_conj,Meningococcal C conjugate vaccine,12 months; 11-15 years;,entire,till end of 2018
EUR,CHE,Switzerland,MMR,Measles mumps and rubella vaccine,"12, 15-24 months;",entire,
EUR,CHE,Switzerland,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 12 months;",entire,
EUR,CHE,Switzerland,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"45, 65 years;",entire,
EUR,CHE,Switzerland,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,"11-15, 25-29 years;",entire,
EUR,CHE,Switzerland,TdaPIPV,Tetanus and diphtheria toxoid with acellular pertussis and IPV vaccines,11-15 years;,entire,
