unicef_region,country_iso3,country,vaccine,year,immunization_coverage,antigen_family,gdp_per_capita_usd,health_exp_pct_gdp,population_total,gni_per_capita_usd,gavi_eligible,pharma_tariff_rate,reporter_flag,oop_health_exp_pct,tariff_x_oop
MENA,ARE,United Arab Emirates,ROTAC,2022,91,Rotavirus,50759.75892,4.56536388,10074977,46990,0,3.882396427,1,9.71845818,0.3773090731462924
Non-programme,GBR,United Kingdom,ROTAC,2022,90,Rotavirus,47057.04323,11.09679794,67604000,49720,0,1.2518664641090063,1,14.38128662,0.1800345043031756
Non-programme,USA,United States,ROTAC,2022,77,Rotavirus,76657.24888,16.52875137,334017321,77330,0,1.8719826154206398,1,10.96877766,0.20533361091934285
ESAR,ZWE,Zimbabwe,ROTAC,2022,55,Rotavirus,2536.400502,3.39519501,16069056,2580,0,7.179413537919545,1,8.72434616,0.626356889
ECAR,ALB,Albania,ROTAC,2021,98,Rotavirus,7242.455131,7.35750389,2489762,6940,0,0.5149545459940653,1,59.70423508,0.3074496726954435
LACR,ARG,Argentina,ROTAC,2021,78,Rotavirus,10738.01792,11.00910187,45312281,10070,0,7.117608794412783,1,25.59913445,1.8220462449067525
ECAR,ARM,Armenia,ROTAC,2021,92,Rotavirus,4685.179971,12.32268524,2962300,4580,0,3.2094787374520153,1,78.65647888,2.524462965282035
Non-programme,AUS,Australia,ROTAC,2021,95,Rotavirus,60758.90444,10.51612186,25685412,57220,0,1.3823898003559114,1,14.4608345,0.19990510117434876
Non-programme,AUT,Austria,ROTAC,2021,61,Rotavirus,53648.6438,12.185215,8955797,53440,0,0.8924562846281263,1,16.02560425,0.14302151227875712
MENA,BHR,Bahrain,ROTAC,2021,99,Rotavirus,27147.80839,4.32771444,1504365,25240,0,3.228203960846802,1,25.76650047,0.8317951887441498
Non-programme,BEL,Belgium,ROTAC,2021,86,Rotavirus,51658.23829,11.28825092,11586195,51140,0,1.1405311481580527,1,20.34373283,0.2320266096242057
LACR,BOL,Bolivia (Plurinational State of),ROTAC,2021,71,Rotavirus,4010.760537,8.16016769,11937360,3990,0,5.380005322592263,1,22.73787498,1.2232988841683745
ESAR,BWA,Botswana,ROTAC,2021,85,Rotavirus,7807.887946,6.30315065,2401441,7530,0,3.8792194485895006,1,4.265481,0.16546736852788993
LACR,BRA,Brazil,ROTAC,2021,69,Rotavirus,7972.536961,9.63646507,209550294,8060,0,7.454407886511722,1,25.26789093,1.883571654
ECAR,BGR,Bulgaria,ROTAC,2021,46,Rotavirus,12966.14575,8.58048916,6507301,11720,0,0.6288785598641349,1,33.72874832,0.21211286669501458
WCAR,CMR,Cameroon,ROTAC,2021,69,Rotavirus,1672.326573,4.34109783,26915758,1610,0,12.820811028964725,1,70.64050293,9.056685390565589
Non-programme,CAN,Canada,ROTAC,2021,84,Rotavirus,52886.66164,12.38106632,38239864,49080,0,1.3837138797223811,1,14.22434807,0.19682427854461262
LACR,COL,Colombia,ROTAC,2021,86,Rotavirus,6222.621644,9.14150524,51188173,6310,0,2.5815432011114234,1,13.69349289,0.35350343469647116
LACR,CRI,Costa Rica,ROTAC,2021,85,Rotavirus,12838.11854,7.61130476,5059988,12630,0,1.4924207518341044,1,20.51704597,0.30620065171962285
LACR,DOM,Dominican Republic,ROTAC,2021,80,Rotavirus,8527.075486,5.08839989,11123476,8160,0,3.425993573254095,1,23.31136513,0.7986458711915961
LACR,ECU,Ecuador,ROTAC,2021,60,Rotavirus,6061.323502,8.37526226,17682454,6100,0,3.0408379343080245,1,29.42862129,0.8948766797301674
LACR,SLV,El Salvador,ROTAC,2021,96,Rotavirus,4642.607431,10.12668991,6255782,4380,0,1.9188670545408162,1,30.50866318,0.5854206865418444
Non-programme,EST,Estonia,ROTAC,2021,82,Rotavirus,27951.16593,7.47591066,1330932,26490,0,1.017230875704384,1,22.15488243,0.22536630455396572
EAPR,FJI,Fiji,ROTAC,2021,97,Rotavirus,4536.733121,7.06084681,916711,4380,0,9.516107053,1,24.70991325,2.351421797471303
Non-programme,FIN,Finland,ROTAC,2021,80,Rotavirus,53099.13514,9.90969753,5541017,52810,0,1.011772810114535,1,16.66294861,0.16859118339933782
ECAR,GEO,Georgia,ROTAC,2021,76,Rotavirus,5083.606955,10.53835487,3708610,4760,0,0.26565180102915953,1,51.89904404,0.13787074520917666
Non-programme,DEU,Germany,ROTAC,2021,68,Rotavirus,52349.246,12.72403336,83196078,52850,0,1.3040107735751743,1,11.36333561,0.14817912059190425
WCAR,GHA,Ghana,ROTAC,2021,96,Rotavirus,2445.186625,3.86030865,32518665,2300,0,9.492825716042683,1,26.49847794,2.5154543282482176
ECAR,GRC,Greece,ROTAC,2021,20,Rotavirus,20654.7002,9.03178692,10569207,20350,0,0.5959241851638557,1,33.31882477,0.1985549350167954
LACR,GTM,Guatemala,ROTAC,2021,64,Rotavirus,4912.622404,7.35698891,17598650,4800,0,1.4859069573893653,1,58.44465637,0.8684332152241369
LACR,HND,Honduras,ROTAC,2021,80,Rotavirus,2735.147515,9.27311516,10289877,2440,0,2.4146742787941387,1,51.70560074,1.2485218417647719
ROSA,IND,India,ROTAC,2021,83,Rotavirus,2239.613844,3.34680939,1414203896,2170,0,7.114921873,1,45.10914612,3.2094805041439627
Non-programme,IRL,Ireland,ROTAC,2021,91,Rotavirus,103783.4463,6.44113493,5110585,74070,0,1.2538745506076112,1,11.52564526,0.14451713270845243
Non-programme,ISR,Israel,ROTAC,2021,80,Rotavirus,52270.90402,7.83961058,9371400,49680,0,0.4376836725353078,1,17.47307587,0.0764768
Non-programme,ITA,Italy,ROTAC,2021,70,Rotavirus,36852.54254,9.28164482,59133173,36760,0,0.968475191,1,22.81378746,0.22094587169866864
MENA,JOR,Jordan,ROTAC,2021,84,Rotavirus,4183.499983,7.69733906,11066356,4240,0,1.0789958961230997,1,35.78003311,0.38606508888838625
EAPR,KIR,Kiribati,ROTAC,2021,95,Rotavirus,2222.048195,11.83228588,128377,3150,0,17.266679606864276,1,0.66721994,0.11520672931291205
MENA,KWT,Kuwait,ROTAC,2021,75,Rotavirus,34018.63426,5.37273169,4360865,35990,0,3.508299244854993,1,9.99747276,0.3507412613436637
Non-programme,LVA,Latvia,ROTAC,2021,84,Rotavirus,20261.88878,9.4105072,1884490,19310,0,0.6383164945819219,1,26.98238754,0.17223303029983725
Non-programme,LTU,Lithuania,ROTAC,2021,48,Rotavirus,23870.45949,7.73210812,2808380,22050,0,0.6177633936923964,1,29.93124008,0.18490424449242673
Non-programme,LUX,Luxembourg,ROTAC,2021,89,Rotavirus,134965.8154,5.60806084,640064,86850,0,0.6898494322645855,1,8.79836845,0.060695495
WCAR,MRT,Mauritania,ROTAC,2021,66,Rotavirus,1947.789184,3.78022528,4734874,1810,0,7.777472537087911,1,48.19107056,3.7480472781326575
Non-programme,MUS,Mauritius,ROTAC,2021,88,Rotavirus,9177.71196,6.6160841,1266334,10890,0,1.168068342938412,1,40.41674423,0.47209519459701726
LACR,MEX,Mexico,ROTAC,2021,77,Rotavirus,10314.05067,5.87678003,127648148,9880,0,1.1155175973927363,1,41.37071991,0.46149766076411036
MENA,MAR,Morocco,ROTAC,2021,96,Rotavirus,3785.936279,5.45314503,36954442,3630,0,1.748697530169071,1,41.79529953,0.7308733706078754
ESAR,NAM,Namibia,ROTAC,2021,42,Rotavirus,4412.835569,10.19644737,2810548,4140,0,3.706948585892239,1,7.28051805,0.2698850609001042
Non-programme,NZL,New Zealand,ROTAC,2021,90,Rotavirus,49950.42517,9.55072403,5084600,45800,0,0.7459302352315851,1,13.56547737,0.10118899725632843
ECAR,MKD,North Macedonia,ROTAC,2021,65,Rotavirus,7620.80297,8.41851234,1837114,7050,0,2.7015864512832617,1,41.73991013,1.1276397568498897
Non-programme,NOR,Norway,ROTAC,2021,96,Rotavirus,93072.89251,9.8142643,5408320,81770,0,0.40411389256736896,1,13.85256004,0.05598012
EAPR,PLW,Palau,ROTAC,2021,82,Rotavirus,13009.24816,14.55276012,17783,13770,0,5.287822878228782,1,16.08006477,0.8502853437420664
LACR,PAN,Panama,ROTAC,2021,84,Rotavirus,15509.80691,9.13571072,4345405,14920,0,3.584166503,1,37.33168793,1.338029853967013
LACR,PRY,Paraguay,ROTAC,2021,68,Rotavirus,5976.931798,8.03277016,6684182,5740,0,5.742141281589007,1,35.93767929,2.0635923181561533
LACR,PER,Peru,ROTAC,2021,82,Rotavirus,6826.202556,6.67309427,33155882,6550,0,1.9638398002441793,1,25.10678101,0.4930569580345275
MENA,QAT,Qatar,ROTAC,2021,98,Rotavirus,71751.93634,2.8927927,2504910,66970,0,3.2440711091739014,1,6.55757952,0.2127325426694246
ECAR,MDA,Republic of Moldova,ROTAC,2021,60,Rotavirus,5274.605822,7.7490406,2595809,5270,0,3.2498532542372884,1,29.41590118,0.955973622
EAPR,WSM,Samoa,ROTAC,2021,30,Rotavirus,4021.559349,7.19651461,213779,3990,0,9.812004530011325,1,12.33913803,1.2107167824679503
MENA,SAU,Saudi Arabia,ROTAC,2021,97,Rotavirus,31920.76537,5.93033648,30784383,30480,0,3.758285461776403,1,10.15629482,0.38170255167520994
EAPR,SLB,Solomon Islands,ROTAC,2021,75,Rotavirus,2043.444132,4.94795895,762591,2120,0,7.460950251741294,1,3.63614464,0.2712909426717576
ESAR,ZAF,South Africa,ROTAC,2021,85,Rotavirus,6828.756246,8.6645031,61502603,6320,0,1.7702496479454375,1,6.61017942,0.11701667791111175
MENA,PSE,State of Palestine,ROTAC,2021,87,Rotavirus,3678.635657,10.4347353,4922749,4270,0,1.1817139008324662,1,33.39273071,0.3946065406676219
Non-programme,SWE,Sweden,ROTAC,2021,84,Rotavirus,60647.54164,11.23013592,10415811,59840,0,0.8923799087851905,1,13.09276485,0.11683720302588949
EAPR,THA,Thailand,ROTAC,2021,79,Rotavirus,7057.207548,5.15399981,71727332,7090,0,2.9017230343527225,1,9.04449558,0.26244621158587383
MENA,ARE,United Arab Emirates,ROTAC,2021,91,Rotavirus,44118.50472,5.30494308,9575152,43230,0,3.882396427,1,10.46759415,0.40639350127944396
Non-programme,GBR,United Kingdom,ROTAC,2021,91,Rotavirus,47691.37688,12.08347321,66984000,45870,0,1.2518664641090063,1,13.02287769,0.16302903846304365
Non-programme,USA,United States,ROTAC,2021,76,Rotavirus,70205.05092,17.35207748,332099760,71730,0,1.8719826154206398,1,10.72964573,0.200857103
ESAR,ZWE,Zimbabwe,ROTAC,2021,86,Rotavirus,2613.605421,2.67111874,15797210,2320,0,7.179413537919545,1,8.88617325,0.6379751253134852
ECAR,ALB,Albania,ROTAC,2020,98,Rotavirus,6027.913507,7.46513748,2528480,5970,0,0.5149545459940653,1,59.39613342,0.3058630891909903
LACR,ARG,Argentina,ROTAC,2020,72,Rotavirus,8535.59938,10.67246342,45191965,9040,0,7.117608794412783,1,20.85133553,1.4841164914357972
ECAR,ARM,Armenia,ROTAC,2020,92,Rotavirus,4268.680933,12.24056244,2961500,4230,0,3.2094787374520153,1,77.84781647,2.498509117175318
Non-programme,AUS,Australia,ROTAC,2020,93,Rotavirus,51983.45237,10.70324135,25649248,53770,0,1.3823898003559114,1,15.23493195,0.21060614536796396
Non-programme,AUT,Austria,ROTAC,2020,61,Rotavirus,48716.40989,11.41292953,8916864,49000,0,0.8924562846281263,1,17.17389679,0.15326952121790305
MENA,BHR,Bahrain,ROTAC,2020,98,Rotavirus,24342.84446,4.55685711,1472204,23870,0,3.228203960846802,1,26.24458504,0.8472287337690872
Non-programme,BEL,Belgium,ROTAC,2020,86,Rotavirus,45906.28758,11.46253014,11538604,46330,0,1.1405311481580527,1,19.30308533,0.22015770074417762
LACR,BOL,Bolivia (Plurinational State of),ROTAC,2020,74,Rotavirus,3580.967618,8.0225811,11816299,3620,0,5.380005322592263,1,20.89839554,1.124334792388384
ESAR,BWA,Botswana,ROTAC,2020,85,Rotavirus,6323.297497,6.1213398,2365894,6600,0,3.8792194485895006,1,4.9515481,0.1920814169014639
LACR,BRA,Brazil,ROTAC,2020,76,Rotavirus,7074.194075,9.62326527,208660842,8080,0,7.454407886511722,1,26.09086418,1.9449194370929819
ECAR,BGR,Bulgaria,ROTAC,2020,45,Rotavirus,10760.21198,8.44060898,6550696,10090,0,0.6288785598641349,1,35.52528763,0.22341091723513565
Non-programme,CAN,Canada,ROTAC,2020,84,Rotavirus,43537.8393,13.01732922,38028638,43900,0,1.3837138797223811,1,13.6503973,0.18888244207734917
LACR,COL,Colombia,ROTAC,2020,87,Rotavirus,5339.687114,8.69751263,50629997,5850,0,2.5815432011114234,1,14.51514149,0.37471464826679834
LACR,CRI,Costa Rica,ROTAC,2020,97,Rotavirus,12394.0494,7.82545757,5034320,11700,0,1.4924207518341044,1,20.28676224,0.30276384954500524
LACR,DOM,Dominican Republic,ROTAC,2020,77,Rotavirus,7135.222733,4.96490288,11008300,7080,0,3.425993573254095,1,24.63149643,0.8438734846881119
LACR,ECU,Ecuador,ROTAC,2020,75,Rotavirus,5463.645153,8.60608387,17546065,5410,0,3.0408379343080245,1,30.15482903,0.9169594801699685
LACR,SLV,El Salvador,ROTAC,2020,92,Rotavirus,3997.192796,8.95105076,6234673,3800,0,1.9188670545408162,1,27.421278,0.5261778694760488
Non-programme,EST,Estonia,ROTAC,2020,84,Rotavirus,23933.99394,7.47179365,1329522,23580,0,1.017230875704384,1,21.42827797,0.21797505964260058
EAPR,FJI,Fiji,ROTAC,2020,96,Rotavirus,4620.645724,5.28987408,914963,4560,0,9.516107053,1,22.8302269,2.1725488321524438
Non-programme,FIN,Finland,ROTAC,2020,82,Rotavirus,48828.68469,9.69977188,5529543,49630,0,1.011772810114535,1,16.46622276,0.16660076473857113
ECAR,GEO,Georgia,ROTAC,2020,75,Rotavirus,4300.857013,9.22991848,3722716,4330,0,0.26565180102915953,1,54.57889175,0.14498980891563037
Non-programme,DEU,Germany,ROTAC,2020,65,Rotavirus,47394.87345,12.46780777,83160871,48540,0,1.3040107735751743,1,11.3380394,0.14784925528819803
WCAR,GHA,Ghana,ROTAC,2020,89,Rotavirus,2195.454817,4.4331708,31887809,2250,0,9.492825716042683,1,23.7503624,2.254580509560532
ECAR,GRC,Greece,ROTAC,2020,20,Rotavirus,17886.73317,9.38074493,10698599,18030,0,0.5959241851638557,1,33.44511032,0.1993075011516126
LACR,GTM,Guatemala,ROTAC,2020,93,Rotavirus,4477.61785,6.4591527,17357325,4360,0,1.4859069573893653,1,56.29158783,0.8364406199909152
LACR,HND,Honduras,ROTAC,2020,83,Rotavirus,2307.614943,9.21912384,10119640,2120,0,2.4146742787941387,1,50.04225922,1.2083575619128282
ROSA,IND,India,ROTAC,2020,82,Rotavirus,1907.042516,3.34146094,1402617695,1900,0,7.114921873,1,49.51094055,3.522664738861073
Non-programme,IRL,Ireland,ROTAC,2020,89,Rotavirus,86514.07061,6.97323275,5039747,64420,0,1.2538745506076112,1,11.43556595,0.14338765116499952
Non-programme,ISR,Israel,ROTAC,2020,79,Rotavirus,44575.5719,7.74801874,9215100,43370,0,0.4376836725353078,1,20.42716408,0.089406362
Non-programme,ITA,Italy,ROTAC,2020,63,Rotavirus,32091.48666,9.5643034,59438851,32600,0,0.968475191,1,21.48380089,0.2080652817233567
MENA,JOR,Jordan,ROTAC,2020,75,Rotavirus,4022.040136,7.54554749,10865228,4070,0,1.0789958961230997,1,35.40723419,0.38204260384079497
EAPR,KIR,Kiribati,ROTAC,2020,89,Rotavirus,1751.782492,13.65645027,126099,3070,0,17.266679606864276,1,0.68435019,0.11816455469626692
MENA,KWT,Kuwait,ROTAC,2020,73,Rotavirus,25236.07558,6.11295223,4400267,33150,0,3.508299244854993,1,10.39933586,0.3648398214463145
Non-programme,LVA,Latvia,ROTAC,2020,86,Rotavirus,17564.23215,7.50587368,1900449,17350,0,0.6383164945819219,1,31.87391663,0.20345646731858025
Non-programme,LTU,Lithuania,ROTAC,2020,48,Rotavirus,20428.64782,7.41619062,2810369,19800,0,0.6177633936923964,1,28.66090393,0.1770565727808854
Non-programme,LUX,Luxembourg,ROTAC,2020,89,Rotavirus,116860.0282,5.7671175,630419,80090,0,0.6898494322645855,1,8.38729095,0.057859679
WCAR,MRT,Mauritania,ROTAC,2020,84,Rotavirus,1795.764596,3.00147843,4600131,1720,0,7.777472537087911,1,61.51318359,4.784170960400718
Non-programme,MUS,Mauritius,ROTAC,2020,95,Rotavirus,9135.847738,6.09606028,1266014,10760,0,1.168068342938412,1,43.58466339,0.5090986554348578
LACR,MEX,Mexico,ROTAC,2020,69,Rotavirus,8841.27075,6.05248594,126799054,8920,0,1.1155175973927363,1,38.76134109,0.43238958084437146
MENA,MAR,Morocco,ROTAC,2020,97,Rotavirus,3268.030273,5.78939486,36584208,3260,0,1.748697530169071,1,43.40781021,0.7590713050427479
ESAR,NAM,Namibia,ROTAC,2020,77,Rotavirus,3878.58983,9.56060219,2728762,4240,0,3.706948585892239,1,6.96856642,0.2583211743631514
Non-programme,NZL,New Zealand,ROTAC,2020,88,Rotavirus,41997.78303,9.25240231,5072400,41850,0,0.7459302352315851,1,14.19285393,0.10586878870612428
ECAR,MKD,North Macedonia,ROTAC,2020,61,Rotavirus,6659.596511,7.73212385,1856124,6460,0,2.7015864512832617,1,38.87190628,1.0501581534160074
Non-programme,NOR,Norway,ROTAC,2020,95,Rotavirus,68340.0181,11.42416382,5379475,78610,0,0.40411389256736896,1,13.78762722,0.055717717
EAPR,PLW,Palau,ROTAC,2020,82,Rotavirus,14708.21195,13.31541061,17792,15360,0,5.287822878228782,1,16.09178543,0.8509051114830259
LACR,PAN,Panama,ROTAC,2020,86,Rotavirus,13290.56084,10.21630001,4293261,13070,0,3.584166503,1,39.5986557,1.419281753423814
LACR,PRY,Paraguay,ROTAC,2020,80,Rotavirus,5365.472207,7.67533064,6603739,5550,0,5.742141281589007,1,37.87582779,2.1748835432731517
LACR,PER,Peru,ROTAC,2020,76,Rotavirus,6133.325524,6.34739399,32838579,6080,0,1.9638398002441793,1,22.49866867,0.44183780986652776
MENA,QAT,Qatar,ROTAC,2020,86,Rotavirus,51683.56811,3.81872201,2794148,57730,0,3.2440711091739014,1,5.89859581,0.19135464251915227
ECAR,MDA,Republic of Moldova,ROTAC,2020,56,Rotavirus,4375.778893,7.00484037,2635130,4360,0,3.2498532542372884,1,30.92627144,1.005058438807097
MENA,SAU,Saudi Arabia,ROTAC,2020,96,Rotavirus,24338.83073,6.64630127,31552510,26940,0,3.758285461776403,1,10.08158016,0.37889456147061423
EAPR,SLB,Solomon Islands,ROTAC,2020,41,Rotavirus,2063.32781,4.89478445,744498,2170,0,7.460950251741294,1,3.42718005,0.2557001985681024
ESAR,ZAF,South Africa,ROTAC,2020,83,Rotavirus,5580.603831,9.02174091,60562381,5930,0,1.7702496479454375,1,6.42942715,0.11381691148778339
MENA,PSE,State of Palestine,ROTAC,2020,99,Rotavirus,3233.568638,10.27610207,4803269,3700,0,1.1817139008324662,1,38.39196014,0.4536831297764396
Non-programme,SWE,Sweden,ROTAC,2020,83,Rotavirus,52568.5727,11.42458725,10353442,54590,0,0.8923799087851905,1,12.9202652,0.1152978508065647
MENA,ARE,United Arab Emirates,ROTAC,2020,86,Rotavirus,37991.7493,5.82477045,9401038,41310,0,3.882396427,1,11.21054459,0.43523778261688034
Non-programme,GBR,United Kingdom,ROTAC,2020,91,Rotavirus,40812.67947,12.10388088,66744000,39340,0,1.2518664641090063,1,12.40982437,0.15535442954285678
Non-programme,USA,United States,ROTAC,2020,75,Rotavirus,63515.94918,18.51597404,331577720,64920,0,1.8719826154206398,1,10.06959915,0.18850114553054453
ESAR,ZWE,Zimbabwe,ROTAC,2020,88,Rotavirus,2059.674454,2.95440102,15526888,1980,0,7.179413537919545,1,10.40830708,0.7472554075697585
LACR,ARG,Argentina,ROTAC,2019,77,Rotavirus,9955.974787,10.11911297,44973465,11210,0,7.117608794412783,1,23.27544212,1.656654915271577
ECAR,ARM,Armenia,ROTAC,2019,92,Rotavirus,4597.228874,11.3798008,2962500,4650,0,3.2094787374520153,1,84.79430389,2.721455153919997
Non-programme,AUS,Australia,ROTAC,2019,92,Rotavirus,55194.75851,10.25421429,25334826,55090,0,1.3823898003559114,1,15.01641464,0.20758538436251187
Non-programme,AUT,Austria,ROTAC,2019,61,Rotavirus,49885.99474,10.62530422,8879920,50900,0,0.8924562846281263,1,18.7592411,0.16741802614549248
MENA,BHR,Bahrain,ROTAC,2019,99,Rotavirus,27259.74386,3.78430986,1483756,25800,0,3.228203960846802,1,29.97935486,0.9677947210268383
Non-programme,BEL,Belgium,ROTAC,2019,84,Rotavirus,46716.62275,10.85831451,11488980,48070,0,1.1405311481580527,1,20.59959984,0.23494485257111639
LACR,BOL,Bolivia (Plurinational State of),ROTAC,2019,78,Rotavirus,4203.154929,6.88792992,11671386,4170,0,5.380005322592263,1,23.99159813,1.290749256368946
ESAR,BWA,Botswana,ROTAC,2019,86,Rotavirus,7172.089565,6.12193203,2332083,7520,0,3.8792194485895006,1,4.49591017,0.17440622170575326
LACR,BRA,Brazil,ROTAC,2019,83,Rotavirus,9029.833044,9.61449146,207455459,9410,0,7.454407886511722,1,24.87984657,1.854645244866096
ECAR,BGR,Bulgaria,ROTAC,2019,39,Rotavirus,10353.72046,7.11813641,6616726,9920,0,0.6288785598641349,1,37.79553986,0.23768804676444305
Non-programme,CAN,Canada,ROTAC,2019,84,Rotavirus,46352.86934,11.04823494,37618495,46580,0,1.3837138797223811,1,15.42836094,0.2134843717404464
LACR,COL,Colombia,ROTAC,2019,95,Rotavirus,6472.545449,7.83404827,49907985,6630,0,2.5815432011114234,1,14.750144,0.3807813395861446
LACR,CRI,Costa Rica,ROTAC,2019,59,Rotavirus,12884.686,7.2212491,4999553,12240,0,1.4924207518341044,1,22.32456398,0.3331764255940017
LACR,DOM,Dominican Republic,ROTAC,2019,80,Rotavirus,8183.016236,4.36808872,10894043,7940,0,3.425993573254095,1,27.33348846,0.9364435579857497
LACR,ECU,Ecuador,ROTAC,2019,85,Rotavirus,6205.057652,7.80878448,17340021,6100,0,3.0408379343080245,1,29.0748024,0.8841176207042999
LACR,SLV,El Salvador,ROTAC,2019,97,Rotavirus,4320.116715,8.80846119,6222318,4130,0,1.9188670545408162,1,37.6710701,0.7228577532418761
Non-programme,EST,Estonia,ROTAC,2019,83,Rotavirus,24021.25014,6.64763546,1326898,23490,0,1.017230875704384,1,23.92458153,0.2433682302062283
EAPR,FJI,Fiji,ROTAC,2019,96,Rotavirus,5842.073446,4.28229284,914899,5570,0,9.516107053,1,19.14904594,1.8222437111994054
Non-programme,FIN,Finland,ROTAC,2019,83,Rotavirus,48358.18078,9.22295189,5521606,49590,0,1.011772810114535,1,17.42399406,0.17629123433505164
ECAR,GEO,Georgia,ROTAC,2019,81,Rotavirus,4741.283272,7.31291389,3720161,4780,0,0.26565180102915953,1,56.99837112,0.15141719943756432
Non-programme,DEU,Germany,ROTAC,2019,65,Rotavirus,47656.19974,11.42805386,83092962,50350,0,1.3040107735751743,1,12.37548542,0.16137766315902488
WCAR,GHA,Ghana,ROTAC,2019,93,Rotavirus,2186.658227,3.25450468,31258945,2170,0,9.492825716042683,1,28.97685051,2.750721916912525
ECAR,GRC,Greece,ROTAC,2019,20,Rotavirus,19335.3602,8.11709499,10721582,19770,0,0.5959241851638557,1,33.64273453,0.2004851916147416
LACR,GTM,Guatemala,ROTAC,2019,90,Rotavirus,4511.998396,6.17443275,17103803,4490,0,1.4859069573893653,1,55.9891777,0.8319470868293951
LACR,HND,Honduras,ROTAC,2019,89,Rotavirus,2502.327443,7.34316635,9943633,2330,0,2.4146742787941387,1,52.32635117,1.2635109427334859
ROSA,IND,India,ROTAC,2019,53,Rotavirus,2041.428637,2.95299792,1389030312,2070,0,7.114921873,1,52.00421143,3.700059014062438
Non-programme,IRL,Ireland,ROTAC,2019,89,Rotavirus,81827.66889,6.61860561,4976456,62460,0,1.2538745506076112,1,12.65658474,0.1586976950309465
Non-programme,ISR,Israel,ROTAC,2019,80,Rotavirus,44250.63136,7.20701885,9054000,44280,0,0.4376836725353078,1,21.35632706,0.093473157
Non-programme,ITA,Italy,ROTAC,2019,26,Rotavirus,33812.78872,8.61536789,59729081,35030,0,0.968475191,1,23.87487411,0.23122223265991299
MENA,JOR,Jordan,ROTAC,2019,86,Rotavirus,4170.1144,7.07244635,10671891,4190,0,1.0789958961230997,1,36.0000267,0.38843881069622016
EAPR,KIR,Kiribati,ROTAC,2019,99,Rotavirus,1750.997719,10.16600227,123921,3610,0,17.266679606864276,1,0.63055825,0.10887647276215025
MENA,KWT,Kuwait,ROTAC,2019,71,Rotavirus,31707.87374,5.18200397,4442316,35680,0,3.508299244854993,1,10.7205658,0.3761095290055826
