unicef_region,country_iso3,country,vaccine,year,immunization_coverage,antigen_family,gdp_per_capita_usd,health_exp_pct_gdp,population_total,gni_per_capita_usd,gavi_eligible,pharma_tariff_rate,reporter_flag,oop_health_exp_pct,tariff_x_oop
LACR,GTM,Guatemala,HIB3,2011,88,Hib,3168.983706,5.96306896,14792126,2850,0,1.4859069573893653,1,58.87919998,0.8748901289580178
LACR,HND,Honduras,HIB3,2011,97,Hib,2073.661211,8.79187012,8540583,1860,0,2.4146742787941387,1,45.79560852,1.105814779749697
Non-programme,HUN,Hungary,HIB3,2011,99,Hib,14211.46056,7.49342251,9971727,13260,0,0.7477910993768412,1,28.21635818,0.21099941503832928
Non-programme,ISL,Iceland,HIB3,2011,95,Hib,48254.95393,8.25498867,319014,39250,0,0.5436643853473582,1,18.38645554,0.09996061
Non-programme,IRL,Ireland,HIB3,2011,95,Hib,52613.85404,10.4888649,4580084,42670,0,1.2538745506076112,1,13.58319378,0.17031620996713598
Non-programme,ISR,Israel,HIB3,2011,94,Hib,34522.5216,6.80594969,7765800,32870,0,0.4376836725353078,1,23.7593441,0.10399076982718097
Non-programme,ITA,Italy,HIB3,2011,96,Hib,38432.37428,8.728508,60026841,37710,0,0.968475191,1,22.02705574,0.2133265701700134
LACR,JAM,Jamaica,HIB3,2011,91,Hib,5232.636449,6.5231781,2760494,4700,0,5.430569582121471,1,37.39811325,2.030930562
Non-programme,JPN,Japan,HIB3,2011,99,Hib,48760.07895,10.48780155,127833000,47470,0,1.5241726389126138,1,13.12178326,0.19999863018633562
MENA,JOR,Jordan,HIB3,2011,98,Hib,3946.855039,8.14807701,7480424,3710,0,1.0789958961230997,1,20.90163994,0.2255278371750267
ECAR,KAZ,Kazakhstan,HIB3,2011,95,Hib,11287.14649,2.60236669,17066002,8030,0,4.216581910615115,1,24.59804726,1.037196811129717
EAPR,KIR,Kiribati,HIB3,2011,95,Hib,1771.129268,7.98947382,110647,2110,0,17.266679606864276,1,0.6587615,0.11374623757837321
MENA,KWT,Kuwait,HIB3,2011,99,Hib,49169.60638,2.33303547,3132814,44350,0,3.508299244854993,1,14.01463985,0.4916755040266969
Non-programme,LVA,Latvia,HIB3,2011,91,Hib,12902.57405,5.91758251,2059709,12470,0,0.6383164945819219,1,34.29675293,0.21892183105819857
MENA,LBN,Lebanon,HIB3,2011,83,Hib,7834.962571,8.17744446,5096020,7720,0,2.5837080689205423,1,40.18660736,1.0383046169857366
Non-programme,LTU,Lithuania,HIB3,2011,92,Hib,14261.84338,6.54017687,3028115,13200,0,0.6177633936923964,1,28.22128105,0.17434074355794915
Non-programme,LUX,Luxembourg,HIB3,2011,99,Hib,119025.0572,5.95225334,518347,79210,0,0.6898494322645855,1,10.88065338,0.075060126
EAPR,MYS,Malaysia,HIB3,2011,95,Hib,10217.10686,3.31451917,29162039,8890,0,1.4694584086753388,1,34.01270676,0.4998025795029054
Non-programme,MLT,Malta,HIB3,2011,96,Hib,23516.96912,8.31816673,416268,22030,0,0.740445762,1,33.16239166,0.24554952357295615
WCAR,MRT,Mauritania,HIB3,2011,75,Hib,1931.199755,2.47383666,3502811,1640,0,7.777472537087911,1,58.37606049,4.540182072843577
Non-programme,MUS,Mauritius,HIB3,2011,98,Hib,9324.242323,4.25059652,1252404,8530,0,1.168068342938412,1,53.0715332,0.6199117784212491
LACR,MEX,Mexico,HIB3,2011,97,Hib,10664.4944,5.30093002,115243504,9760,0,1.1155175973927363,1,40.73421097,0.4543972915294324
EAPR,MNG,Mongolia,HIB3,2011,99,Hib,3736.042015,3.58612084,2786317,2570,0,5,1,32.00390244,1.6001951219999997
ECAR,MNE,Montenegro,HIB3,2011,90,Hib,7265.516687,7.96692181,620345,7230,0,0.5083205772835216,1,38.80132294,0.19723510876225153
MENA,MAR,Morocco,HIB3,2011,99,Hib,3301.98877,5.37019396,32912588,3260,0,1.748697530169071,1,54.24003983,0.9484942368699304
ESAR,NAM,Namibia,HIB3,2011,82,Hib,5834.791768,10.86068344,2146325,5160,0,3.706948585892239,1,9.32707882,0.3457500164230446
Non-programme,NLD,Netherlands (Kingdom of the),HIB3,2011,97,Hib,54701.7728,10.14537811,16693074,54270,0,1.0020942107344395,1,9.48238277,0.095022409
Non-programme,NZL,New Zealand,HIB3,2011,94,Hib,38431.77668,9.10748196,4384000,32250,0,0.7459302352315851,1,11.74532509,0.087611931
ECAR,MKD,North Macedonia,HIB3,2011,96,Hib,5416.866729,6.51887369,1937398,5140,0,2.7015864512832617,1,35.79779053,0.9671082588172425
Non-programme,NOR,Norway,HIB3,2011,95,Hib,101221.8135,8.73474026,4953088,90920,0,0.40411389256736896,1,15.20982742,0.061465026
MENA,OMN,Oman,HIB3,2011,99,Hib,25188.00742,2.23611403,3076763,20820,0,2.5195195195195197,1,10.83927441,0.27309763453423425
EAPR,PLW,Palau,HIB3,2011,85,Hib,10993.60386,9.9432106,18078,10860,0,5.287822878228782,1,18.50708771,0.9786220180232473
LACR,PAN,Panama,HIB3,2011,87,Hib,9662.295909,6.83196259,3693505,8860,0,3.584166503,1,34.16368103,1.2244832118295947
LACR,PRY,Paraguay,HIB3,2011,91,Hib,5805.401545,5.82225847,5814626,4840,0,5.742141281589007,1,50.00536728,2.871378837595082
LACR,PER,Peru,HIB3,2011,91,Hib,5861.357936,4.52216864,29304086,4960,0,1.9638398002441793,1,40.34396362,0.7922908145655922
Non-programme,POL,Poland,HIB3,2011,99,Hib,13867.66694,6.24533606,38063255,12900,0,1.1700902346512216,1,23.95442009,0.2802883302404204
Non-programme,PRT,Portugal,HIB3,2011,97,Hib,23246.54254,9.71847439,10557560,22750,0,0.7831597972023087,1,26.65432167,0.208745932
MENA,QAT,Qatar,HIB3,2011,93,Hib,103261.5103,1.599962,1624761,83540,0,3.2440711091739014,1,16.8867054,0.5478167311727091
ECAR,MDA,Republic of Moldova,HIB3,2011,78,Hib,2941.362241,9.09670353,2860699,2730,0,3.2498532542372884,1,44.79645157,1.4558189391304759
ECAR,ROU,Romania,HIB3,2011,89,Hib,9560.675528,4.47503996,20147528,9080,0,0.5810155096985583,1,24.27584076,0.14104639992532436
LACR,LCA,Saint Lucia,HIB3,2011,99,Hib,9128.99442,5.06134319,171801,8890,0,6.418593615624999,1,55.02248001,3.5316693890804016
EAPR,WSM,Samoa,HIB3,2011,74,Hib,3821.506783,5.38357162,194713,3570,0,9.812004530011325,1,12.30281925,1.2071531821291055
MENA,SAU,Saudi Arabia,HIB3,2011,98,Hib,27126.74987,3.68218255,25091867,24110,0,3.758285461776403,1,15.62115383,0.5870875533546178
ECAR,SRB,Serbia,HIB3,2011,93,Hib,7082.286167,8.75940418,7236519,6380,0,0.9216153000254323,1,36.40478897,0.335512105
Non-programme,SVK,Slovakia,HIB3,2011,99,Hib,18469.43543,7.31452227,5398384,17560,0,0.9774812082181059,1,23.57159042,0.23040786683363929
Non-programme,SVN,Slovenia,HIB3,2011,96,Hib,24940.62848,8.60054302,2052843,24340,0,0.5912411286853615,1,12.19664192,0.072111563
EAPR,SLB,Solomon Islands,HIB3,2011,92,Hib,1924.057956,5.03008652,552945,1690,0,7.460950251741294,1,3.23162222,0.2411097261584176
ESAR,ZAF,South Africa,HIB3,2011,71,Hib,8646.055711,7.94434404,52995205,7620,0,1.7702496479454375,1,7.75090933,0.13721044512689506
Non-programme,ESP,Spain,HIB3,2011,97,Hib,31824.62191,9.21749687,46742697,31170,0,1.171998627,1,21.66048431,0.25386057877984025
ROSA,LKA,Sri Lanka,HIB3,2011,99,Hib,3224.957452,3.5819521,21009048,2830,0,4.122125763700234,1,51.22101593,2.111394694079531
MENA,PSE,State of Palestine,HIB3,2011,99,Hib,2880.798437,11.34622478,3882986,2880,0,1.1817139008324662,1,44.59999847,0.5270443816910573
Non-programme,SWE,Sweden,HIB3,2011,98,Hib,60379.48146,10.50179005,9449213,56450,0,0.8923799087851905,1,14.52397251,0.12960901263672414
Non-programme,CHE,Switzerland,HIB3,2011,95,Hib,90476.75897,10.10393143,7912398,81330,0,0.38661081170637485,1,23.55637932,0.091071509
MENA,TUN,Tunisia,HIB3,2011,43,Hib,4420.647722,6.12299299,10886035,4060,0,1.8217086612502074,1,41.58300018,0.7575211158867493
ECAR,TUR,Turkiye,HIB3,2011,97,Hib,11373.63558,4.6530509,74223629,11260,0,1.368112319117503,1,15.89518452,0.21746397756457836
MENA,ARE,United Arab Emirates,HIB3,2011,95,Hib,51921.90451,3.56666398,7104538,45610,0,3.882396427,1,16.88403702,0.6555052500091008
Non-programme,GBR,United Kingdom,HIB3,2011,95,Hib,42295.92738,9.79682636,63258810,41240,0,1.2518664641090063,1,13.34486294,0.16705986382717117
Non-programme,USA,United States,HIB3,2011,94,Hib,50024.8688,16.14000511,311839461,50620,0,1.8719826154206398,1,12.32011318,0.23063037692974697
LACR,URY,Uruguay,HIB3,2011,95,Hib,15132.26757,7.91521358,3326825,12730,0,6.536230507959228,1,19.43045425,1.2700192785235604
EAPR,VNM,Viet Nam,HIB3,2011,95,Hib,1950.925042,4.97468519,88468314,1630,0,2.568428475246948,1,34.68690491,0.8909083428902719
ECAR,ALB,Albania,HIB3,2010,99,Hib,4149.144699,6.16333199,2913021,4430,0,0.5149545459940653,1,59.96680832,0.3088018055313874
MENA,DZA,Algeria,HIB3,2010,95,Hib,4912.785855,4.64001417,36188236,4870,0,8.810044862461389,1,28.88244247,2.5445561389816014
LACR,ARG,Argentina,HIB3,2010,94,Hib,10260.13131,9.4852438,41288694,9160,0,7.117608794412783,1,26.66778946,1.8981089278804453
ECAR,ARM,Armenia,HIB3,2010,48,Hib,3041.344507,9.23538303,3044800,3280,0,3.2094787374520153,1,77.62413025,2.4913299555058077
Non-programme,AUS,Australia,HIB3,2010,92,Hib,52313.8939,8.4193306,22031750,46900,0,1.3823898003559114,1,19.74928665,0.27301212429265165
Non-programme,AUT,Austria,HIB3,2010,86,Hib,46611.13934,10.31620026,8363404,49460,0,0.8924562846281263,1,19.23719788,0.1716835814664087
MENA,BHR,Bahrain,HIB3,2010,99,Hib,21819.32911,3.92259479,1228543,19510,0,3.228203960846802,1,26.74535942,0.8633947521391532
ECAR,BLR,Belarus,HIB3,2010,0,Hib,6034.678852,5.65694332,9483836,6150,0,4.228809209037484,1,29.16505241,1.233334422134689
Non-programme,BEL,Belgium,HIB3,2010,98,Hib,44197.39367,10.41325188,10895586,47110,0,1.1405311481580527,1,21.3692112,0.24372250985167918
LACR,BLZ,Belize,HIB3,2010,96,Hib,5461.40736,4.47716761,320245,5060,0,7.5643726245128855,1,24.62802124,1.8629552966377787
WCAR,BEN,Benin,HIB3,2010,76,Hib,973.2442549,3.01848245,9797484,1020,0,7.469942907574391,1,43.39034271,3.2412338278378665
LACR,BOL,Bolivia (Plurinational State of),HIB3,2010,91,Hib,1929.783731,5.20230532,10182345,1760,0,5.380005322592263,1,33.27740097,1.7903259434063694
ECAR,BIH,Bosnia and Herzegovina,HIB3,2010,83,Hib,4506.478285,9.01212692,3811472,4820,0,0.9870123255979314,1,30.07586288,0.29685247365553297
LACR,BRA,Brazil,HIB3,2010,99,Hib,11403.284,7.94516611,193701929,9750,0,7.454407886511722,1,29.38520432,2.190492988297663
EAPR,BRN,Brunei Darussalam,HIB3,2010,95,Hib,34937.55554,2.27826095,392332,35370,0,0.7023541660603239,1,8.26134872,0.058023926907691245
ECAR,BGR,Bulgaria,HIB3,2010,91,Hib,6853.948055,7.09477949,7395599,7010,0,0.6288785598641349,1,43.14134216,0.2713066512818669
WCAR,CMR,Cameroon,HIB3,2010,84,Hib,1398.58702,3.57742167,19668066,1450,0,12.820811028964725,1,76.0213623,9.746555202127633
Non-programme,CAN,Canada,HIB3,2010,90,Hib,47560.6666,10.70066547,34005902,44490,0,1.3837138797223811,1,15.61454868,0.21606067734116785
LACR,CHL,Chile,HIB3,2010,92,Hib,12632.87047,6.81958389,17181464,10720,0,0.7074553356083475,1,34.46762848,0.24384307673942238
LACR,COL,Colombia,HIB3,2010,88,Hib,6398.295845,7.07130194,44777319,5690,0,2.5815432011114234,1,17.0035553,0.43895412579437104
LACR,CRI,Costa Rica,HIB3,2010,90,Hib,8265.788203,8.02937698,4555962,7290,0,1.4924207518341044,1,25.38431358,0.37884076357856267
ECAR,HRV,Croatia,HIB3,2010,97,Hib,13729.7655,7.94908857,4295427,13890,0,0.5031250705734118,1,13.95677757,0.070220047
Non-programme,CYP,Cyprus,HIB3,2010,96,Hib,31105.02734,6.50055742,1127816,32170,0,0.6466651322143865,1,43.10596848,0.27875126806348377
Non-programme,CZE,Czechia,HIB3,2010,99,Hib,20160.43551,7.47836781,10474410,19420,0,1.0807379764814489,1,13.85482121,0.1497343143900766
Non-programme,DNK,Denmark,HIB3,2010,90,Hib,58104.54456,10.59621811,5547683,61290,0,0.68683427,1,13.7077713,0.094149671
LACR,DOM,Dominican Republic,HIB3,2010,81,Hib,5478.624704,4.92896748,9820175,5260,0,3.425993573254095,1,36.44626999,1.2486468675482358
LACR,ECU,Ecuador,HIB3,2010,90,Hib,4520.30959,6.34925699,15076695,4290,0,3.0408379343080245,1,45.26017761,1.3762886499000668
LACR,SLV,El Salvador,HIB3,2010,89,Hib,3040.07301,8.90416241,6068249,2940,0,1.9188670545408162,1,37.80865479,0.7254978205303781
Non-programme,EST,Estonia,HIB3,2010,94,Hib,14663.7041,6.59404182,1331475,14580,0,1.017230875704384,1,22.81398773,0.23207092716896974
EAPR,FJI,Fiji,HIB3,2010,99,Hib,3449.144529,3.41664124,910419,3450,0,9.516107053,1,22.37072182,2.1288218368275698
Non-programme,FIN,Finland,HIB3,2010,99,Hib,46506.2919,9.14183331,5363352,49750,0,1.011772810114535,1,18.80395508,0.19025330472559088
Non-programme,FRA,France,HIB3,2010,97,Hib,40694.82117,11.22430801,65026211,44040,0,1.2424214225941344,1,11.44470692,0.14219149052719332
ECAR,GEO,Georgia,HIB3,2010,67,Hib,3281.729309,9.02123737,3786695,3220,0,0.26565180102915953,1,72.06796265,0.191449841
Non-programme,DEU,Germany,HIB3,2010,93,Hib,42396.9666,10.8311739,81776930,45530,0,1.3040107735751743,1,13.30298233,0.17347232279000174
WCAR,GHA,Ghana,HIB3,2010,94,Hib,1263.892518,4.52302933,25474995,1200,0,9.492825716042683,1,34.30179977,3.25621007
ECAR,GRC,Greece,HIB3,2010,83,Hib,26653.0488,9.61952496,11121341,27320,0,0.5959241851638557,1,28.25885201,0.16840133357725237
LACR,GTM,Guatemala,HIB3,2010,94,Hib,2805.259602,6.1247797,14500112,2690,0,1.4859069573893653,1,58.94914246,0.8759294091345085
LACR,HND,Honduras,HIB3,2010,97,Hib,1893.327227,8.72536373,8365878,1730,0,2.4146742787941387,1,46.26252747,1.1170893515381628
Non-programme,HUN,Hungary,HIB3,2010,99,Hib,13189.84339,7.46420383,10000023,13250,0,0.7477910993768412,1,27.41594887,0.20501402545956565
Non-programme,ISL,Iceland,HIB3,2010,96,Hib,43776.46774,8.36173058,318041,37950,0,0.5436643853473582,1,18.66119576,0.10145427522707125
Non-programme,IRL,Ireland,HIB3,2010,94,Hib,48623.96664,10.52062798,4560155,44970,0,1.2538745506076112,1,13.79563713,0.17297998306724424
Non-programme,ISR,Israel,HIB3,2010,95,Hib,31439.0887,6.85038328,7623600,30820,0,0.4376836725353078,1,23.8116951,0.10421990160658995
Non-programme,ITA,Italy,HIB3,2010,95,Hib,35856.86255,8.87928963,59819407,37720,0,0.968475191,1,20.54892731,0.19901126303297853
LACR,JAM,Jamaica,HIB3,2010,94,Hib,4809.97738,6.44219255,2748568,4490,0,5.430569582121471,1,37.10998154,2.015283369442133
MENA,JOR,Jordan,HIB3,2010,98,Hib,3718.465716,8.17025661,7297043,3510,0,1.0789958961230997,1,21.85514641,0.23581613285559494
ECAR,KAZ,Kazakhstan,HIB3,2010,96,Hib,8793.0759,2.73641396,16836810,7210,0,4.216581910615115,1,27.29583359,1.1509511815075444
EAPR,KIR,Kiribati,HIB3,2010,91,Hib,1522.100687,8.76666641,108704,2030,0,17.266679606864276,1,0.63371354,0.1094212865771177
MENA,KWT,Kuwait,HIB3,2010,98,Hib,39212.25222,2.67879915,2943372,42850,0,3.508299244854993,1,14.33214474,0.5028145256849446
Non-programme,LVA,Latvia,HIB3,2010,90,Hib,11188.41917,6.22420359,2097555,12250,0,0.6383164945819219,1,37.18564987,0.23736213673769097
MENA,LBN,Lebanon,HIB3,2010,83,Hib,7625.810516,7.43864489,5041288,7340,0,2.5837080689205423,1,43.58500671,1.1261093352058298
Non-programme,LTU,Lithuania,HIB3,2010,95,Hib,11829.12261,6.9058671,3097282,12430,0,0.6177633936923964,1,27.59107971,0.1704475903728702
Non-programme,LUX,Luxembourg,HIB3,2010,99,Hib,110885.9914,6.66263008,506953,77640,0,0.6898494322645855,1,10.23186111,0.070584436
EAPR,MYS,Malaysia,HIB3,2010,95,Hib,8899.345055,3.16474271,28655776,8130,0,1.4694584086753388,1,34.11669922,0.5013307054507637
Non-programme,MLT,Malta,HIB3,2010,76,Hib,21946.60696,7.89857197,414508,21390,0,0.740445762,1,33.02582932,0.24453835351414963
WCAR,MRT,Mauritania,HIB3,2010,64,Hib,1659.963697,2.63618922,3390965,1550,0,7.777472537087911,1,62.63608932,4.871504645168854
Non-programme,MUS,Mauritius,HIB3,2010,99,Hib,8113.176707,4.51898289,1250400,8200,0,1.168068342938412,1,52.31685638,0.6110966373953348
LACR,MEX,Mexico,HIB3,2010,95,Hib,9728.800784,5.4897337,113623895,9470,0,1.1155175973927363,1,43.50876617,0.48534794303480766
EAPR,MNG,Mongolia,HIB3,2010,96,Hib,2625.218814,3.73945642,2738622,1990,0,5,1,28.05504799,1.4027523994999997
ECAR,MNE,Montenegro,HIB3,2010,90,Hib,6678.639308,,619428,6910,0,0.5083205772835216,1,,
MENA,MAR,Morocco,HIB3,2010,99,Hib,3067.985352,5.41861057,32467016,3190,0,1.748697530169071,1,55.61273193,0.9724984697194564
ESAR,NAM,Namibia,HIB3,2010,83,Hib,5418.216334,10.62278938,2109811,4520,0,3.706948585892239,1,8.49479198,0.3148975711770973
Non-programme,NLD,Netherlands (Kingdom of the),HIB3,2010,97,Hib,51305.73385,10.09452248,16615394,54000,0,1.0020942107344395,1,9.0956707,0.09114719
Non-programme,NZL,New Zealand,HIB3,2010,89,Hib,33761.90096,9.09511089,4350700,29750,0,0.7459302352315851,1,11.78977394,0.087943488
ECAR,MKD,North Macedonia,HIB3,2010,89,Hib,4833.365868,6.71369696,1946298,5010,0,2.7015864512832617,1,37.78863525,1.0208926500388507
Non-programme,NOR,Norway,HIB3,2010,94,Hib,88163.20859,8.8581152,4889252,88940,0,0.40411389256736896,1,15.0464716,0.060804882
MENA,OMN,Oman,HIB3,2010,99,Hib,23570.17981,2.47588587,2757446,22510,0,2.5195195195195197,1,10.4072876,0.26221364253453455
ROSA,PAK,Pakistan,HIB3,2010,52,Hib,987.3045711,2.42967653,199239047,1000,0,8.860907612842388,1,67.75833893,6.004003812583917
EAPR,PLW,Palau,HIB3,2010,66,Hib,10221.91638,10.93099976,18396,10080,0,5.287822878228782,1,17.69978714,0.935933394
LACR,PAN,Panama,HIB3,2010,94,Hib,8331.464223,7.22332573,3628535,7500,0,3.584166503,1,31.44028473,1.1268721538882533
LACR,PRY,Paraguay,HIB3,2010,91,Hib,4750.962737,5.46593952,5737971,4410,0,5.742141281589007,1,53.92941666,3.096703297
LACR,PER,Peru,HIB3,2010,93,Hib,5072.11494,4.70582962,29086019,4400,0,1.9638398002441793,1,39.51519012,0.7760150307187156
Non-programme,POL,Poland,HIB3,2010,99,Hib,12567.73177,6.43533468,38042794,12730,0,1.1700902346512216,1,23.7143631,0.2774794468428327
Non-programme,PRT,Portugal,HIB3,2010,97,Hib,22551.9351,10.01858425,10573100,23030,0,0.7831597972023087,1,24.70817566,0.19350449839124617
MENA,QAT,Qatar,HIB3,2010,97,Hib,76462.61195,1.87017763,1616832,72630,0,3.2440711091739014,1,18.7262249,0.6074920518198292
ECAR,MDA,Republic of Moldova,HIB3,2010,63,Hib,2436.799351,10.13112831,2862354,2380,0,3.2498532542372884,1,40.43186188,1.3139761790559057
LACR,LCA,Saint Lucia,HIB3,2010,97,Hib,8673.687203,5.05056047,170906,8240,0,6.418593615624999,1,54.76262665,3.5149904579054545
EAPR,WSM,Samoa,HIB3,2010,70,Hib,3524.247925,5.15268326,193023,3430,0,9.812004530011325,1,12.63165283,1.239418347894904
MENA,SAU,Saudi Arabia,HIB3,2010,98,Hib,22028.39014,3.64786148,23978487,21820,0,3.758285461776403,1,18.94513893,0.7120124021195317
WCAR,SEN,Senegal,HIB3,2010,89,Hib,1275.883575,4.02764368,12635413,1340,0,9.741119996876085,1,48.67733765,4.7417178717710415
ECAR,SRB,Serbia,HIB3,2010,91,Hib,5970.926609,9.15153027,7291436,6500,0,0.9216153000254323,1,36.40253448,0.33549132736471343
Non-programme,SVK,Slovakia,HIB3,2010,99,Hib,16899.44868,7.67065239,5391428,17600,0,0.9774812082181059,1,22.8006134,0.22287171134345937
Non-programme,SVN,Slovenia,HIB3,2010,96,Hib,23329.84177,8.63941956,2048583,24370,0,0.5912411286853615,1,12.64016342,0.074733845
EAPR,SLB,Solomon Islands,HIB3,2010,87,Hib,1685.145358,4.66862011,532968,1600,0,7.460950251741294,1,4.09063768,0.30520044228378423
ESAR,ZAF,South Africa,HIB3,2010,72,Hib,7973.471958,7.79358244,52344051,6730,0,1.7702496479454375,1,7.99506283,0.14153257160109153
Non-programme,ESP,Spain,HIB3,2010,97,Hib,30658.74223,9.16992569,46576897,32060,0,1.171998627,1,21.3734436,0.2504964655988466
ROSA,LKA,Sri Lanka,HIB3,2010,99,Hib,2808.362445,3.7414515,20879089,2360,0,4.122125763700234,1,53.29795074,2.1970085589777995
MENA,PSE,State of Palestine,HIB3,2010,99,Hib,2557.075624,9.10499382,3786161,2510,0,1.1817139008324662,1,36,0.4254170042996879
Non-programme,SWE,Sweden,HIB3,2010,98,Hib,52542.57591,8.32384682,9378126,54380,0,0.8923799087851905,1,16.50847054,0.14731827434668204
Non-programme,CHE,Switzerland,HIB3,2010,95,Hib,76531.37294,9.9907856,7824909,79040,0,0.38661081170637485,1,24.06636429,0.093043166
ECAR,TUR,Turkiye,HIB3,2010,97,Hib,10698.96994,5.02053452,73142150,10460,0,1.368112319117503,1,16.87221718,0.23083088174783978
MENA,ARE,United Arab Emirates,HIB3,2010,94,Hib,44795.29493,3.74433136,6869838,42380,0,3.882396427,1,17.94574356,0.6967249067839942
Non-programme,GBR,United Kingdom,HIB3,2010,94,Hib,39778.32205,9.78799534,62766365,42010,0,1.2518664641090063,1,13.17372036,0.16491738726234026
Non-programme,USA,United States,HIB3,2010,90,Hib,48642.61002,16.19722366,309378227,49180,0,1.8719826154206398,1,12.36788654,0.2315246859237493
LACR,URY,Uruguay,HIB3,2010,95,Hib,12641.05768,7.87757301,3318580,10930,0,6.536230507959228,1,20.47283554,1.3381517224097994
EAPR,VNM,Viet Nam,HIB3,2010,63,Hib,1683.161824,5.07146072,87455152,1370,0,2.568428475246948,1,34.67405701,0.8905783537682004
ECAR,ALB,Albania,HIB3,2009,98,Hib,4213.650076,5.75751925,2927519,4390,0,0.5149545459940653,1,56.53381729,0.2911234621588339
MENA,DZA,Algeria,HIB3,2009,95,Hib,4235.429905,4.89210796,35490445,4570,0,8.810044862461389,1,27.44950676,2.4183138600803717
LACR,ARG,Argentina,HIB3,2009,94,Hib,8150.23527,9.56852913,40854831,7720,0,7.117608794412783,1,25.87911415,1.841974104656523
Non-programme,AUS,Australia,HIB3,2009,94,Hib,42954.84949,8.54273987,21691653,44230,0,1.3823898003559114,1,19.05284309,0.26338455955397605
Non-programme,AUT,Austria,HIB3,2009,83,Hib,47857.44466,10.31152916,8343323,48900,0,0.8924562846281263,1,18.60381508,0.1660309168620551
MENA,BHR,Bahrain,HIB3,2009,97,Hib,19465.31407,4.15054226,1178415,18940,0,3.228203960846802,1,26.58000565,0.8580567951866037
ECAR,BLR,Belarus,HIB3,2009,19,Hib,5352.488092,5.3906498,9504583,5660,0,4.228809209037484,1,30.91816902,1.3074703787835344
Non-programme,BEL,Belgium,HIB3,2009,98,Hib,44923.34001,10.54393387,10796493,47120,0,1.1405311481580527,1,21.65153122,0.24694245761726522
LACR,BLZ,Belize,HIB3,2009,97,Hib,5399.671,4.50473404,312614,5280,0,7.5643726245128855,1,24.34063148,1.8412160643066855
WCAR,BEN,Benin,HIB3,2009,79,Hib,1024.102779,2.89953876,9509423,1020,0,7.469942907574391,1,42.44283295,3.1704553897221723
LACR,BOL,Bolivia (Plurinational State of),HIB3,2009,93,Hib,1731.181721,5.17444515,10016275,1600,0,5.380005322592263,1,30.09937668,1.6193480674510943
ECAR,BIH,Bosnia and Herzegovina,HIB3,2009,80,Hib,4539.918638,9.0152092,3879794,4790,0,0.9870123255979314,1,30.61831665,0.3022065592261037
LACR,BRA,Brazil,HIB3,2009,99,Hib,8678.658473,8.39480495,192079951,8400,0,7.454407886511722,1,31.21031952,2.3265445197043872
EAPR,BRN,Brunei Darussalam,HIB3,2009,99,Hib,30946.46738,2.39306617,384952,35470,0,0.7023541660603239,1,9.49940205,0.066719446
WCAR,CMR,Cameroon,HIB3,2009,80,Hib,1461.389992,3.49997187,19113974,1460,0,12.820811028964725,1,76.76542664,9.841950285092945
Non-programme,CAN,Canada,HIB3,2009,91,Hib,40874.88319,10.70402527,33630069,43230,0,1.3837138797223811,1,15.17220497,0.20993990602981893
LACR,CHL,Chile,HIB3,2009,94,Hib,10098.80172,7.25026846,17009731,9880,0,0.7074553356083475,1,34.58893585,0.24470127220097349
LACR,COL,Colombia,HIB3,2009,92,Hib,5250.972924,7.31134558,44271541,5200,0,2.5815432011114234,1,18.01454926,0.46505337163239824
LACR,CRI,Costa Rica,HIB3,2009,87,Hib,6832.698299,7.86019182,4499791,6570,0,1.4924207518341044,1,26.40225029,0.394032662
ECAR,HRV,Croatia,HIB3,2009,96,Hib,14474.65198,8.03311729,4305181,13960,0,0.5031250705734118,1,13.74662781,0.069162731
Non-programme,CYP,Cyprus,HIB3,2009,96,Hib,32236.44922,6.46531534,1109371,32820,0,0.6466651322143865,1,49.92380524,0.32283984116169884
Non-programme,CZE,Czechia,HIB3,2009,99,Hib,19817.42158,7.2650013,10443936,18790,0,1.0807379764814489,1,15.05053902,0.16265689085429888
Non-programme,DNK,Denmark,HIB3,2009,89,Hib,58412.74724,10.62873173,5523095,60300,0,0.68683427,1,13.6846056,0.093990561
LACR,DOM,Dominican Republic,HIB3,2009,77,Hib,4973.95187,4.76706171,9695265,4860,0,3.425993573254095,1,38.9356842,1.333934038
LACR,ECU,Ecuador,HIB3,2009,93,Hib,4053.363311,6.03388453,14825954,3970,0,3.0408379343080245,1,49.70558929,1.5114664146016668
LACR,SLV,El Salvador,HIB3,2009,91,Hib,2910.186518,8.83749676,6048279,2870,0,1.9188670545408162,1,38.43320847,0.7374821753338204
Non-programme,EST,Estonia,HIB3,2009,95,Hib,14712.44942,6.84443808,1334515,14570,0,1.017230875704384,1,21.22938728,0.2159518821350191
EAPR,FJI,Fiji,HIB3,2009,99,Hib,3164.132754,3.53587627,907239,3620,0,9.516107053,1,24.58940125,2.339953747
Non-programme,FIN,Finland,HIB3,2009,98,Hib,47478.34953,9.16182804,5338871,48950,0,1.011772810114535,1,18.31736946,0.1853301637245036
Non-programme,FRA,France,HIB3,2009,97,Hib,41728.08842,11.29095459,64706436,44090,0,1.2424214225941344,1,10.16679668,0.12631445994390922
Non-programme,DEU,Germany,HIB3,2009,94,Hib,42471.88686,10.97003078,81902307,44470,0,1.3040107735751743,1,13.26327801,0.17295457417962698
